tlist,guess,amplist
2.19,0.4088560422961993,6.018314118008688
2.2,0.43374265000279266,6.886073411196367
2.21,0.45739063441041783,7.5947510411778
2.22,0.4797324648197996,8.159468188977618
2.23,0.5007043404686967,8.599125586188638
2.24,0.5202463727254467,8.932208869456586
2.25,0.5383027561107815,9.174581229939047
2.26,0.5548219276595288,9.338603428589488
2.27,0.5697567141671178,9.432967811092912
2.28,0.5830644669004037,9.462830944798428
2.29,0.5947071833881223,9.43001925015442
2.3,0.6046516159431838,9.333227058566136
2.31,0.6128693666068967,9.168245561575013
2.32,0.6193369682439975,8.928389126136414
2.33,0.6240359515569054,8.605450223840682
2.34,0.6269528978278329,8.19169732570213
2.35,0.6280794772381357,7.683484313827796
2.36,0.6274124726554753,7.086600977894804
2.37,0.6249537888208697,6.422138757272867
2.38,0.620710446909392,5.729694405304177
2.39,0.614694564480053,5.064170817055564
2.4,0.6069233208721239,4.485492883208133
2.41,0.5974189081467149,4.045635513283446
2.42,0.5862084677137027,3.7791183167875517
2.43,0.5733240128249815,3.699677863651315
2.44,0.5588023371553705,3.80154964055539
2.45,0.5426849097322407,4.062688670595877
2.46,0.5250177565139009,4.448682826880978
2.47,0.5058513289549222,4.917473437571994
2.48,0.4852403599337344,5.424971342329668
2.49,0.4632437074539127,5.930704413235785
2.5,0.4399241865654888,6.402012920357494
2.51,0.4153483899862705,6.815752483706764
2.52,0.3895864979354111,7.157559199514167
2.53,0.3627120777222804,7.419570236344503
2.54,0.33480187366294417,7.59763789692926
2.55,0.30593558792417486,7.688733257432536
2.56,0.2761956529208379,7.6888086203163875
2.57,0.24566699591661062,7.591117080828622
2.58,0.21443679650024733,7.3849291665321095
2.59,0.18259423762995683,7.054735742045169
2.6,0.1502302509568329,6.5804041100459205
2.61,0.11743725715461034,5.939372176298767
2.62,0.08430890199726834,5.112556175280255
2.63,0.05093978893815436,4.09510854948025
2.64,0.017425208954302045,2.9095771270045288
2.65,-0.016139131572583138,1.6127658614256124
2.66,-0.04965738416139893,0.28629010460436766
2.67,-0.08303383194271385,-0.9875218155565194
2.68,-0.11617316299399164,-2.1484660636575628
2.69,-0.14898074251841892,-3.166597193366184
2.7,-0.1813628830900938,-4.036839426430942
2.71,-0.2132271121938457,-4.768936268722474
2.72,-0.24448243629567384,-5.379026598255787
2.73,-0.2750396006897081,-5.884500397749722
2.74,-0.3048113443796655,-6.301479040496441
2.75,-0.3337126492669453,-6.643867859586621
2.76,-0.36166098293375726,-6.923203011154873
2.77,-0.3885765343279799,-7.148840998031611
2.78,-0.41438244167671345,-7.328261192339147
2.79,-0.43900501197768194,-7.467376489386754
2.8,-0.4623739314416948,-7.570810621569781
2.81,-0.484422466285208,-7.642130546954349
2.82,-0.505087653299588,-7.684035316991767
2.83,-0.5243104796528852,-7.698507791607628
2.84,-0.5420360514106592,-7.686936975737589
2.85,-0.5582137502946153,-7.650218762281127
2.86,-0.5727973782313998,-7.588842487388827
2.87,-0.5857452892787789,-7.502970366152271
2.88,-0.5970205085524609,-7.392516717249764
2.89,-0.6065908378139445,-7.257233866541658
2.9,-0.6144289474178697,-7.09681156583167
2.91,-0.6205124543563041,-6.9109963544723865
2.92,-0.6248239861770962,-6.699736054907257
2.93,-0.6273512305937616,-6.4633519262727335
2.94,-0.6280869706452366,-6.202736285093082
2.95,-0.6270291053050951,-5.919566264263463
2.96,-0.6241806554813745,-5.616515109584398
2.97,-0.6195497553898763,-5.29743244393086
2.98,-0.6131496293255796,-4.9674571156485
2.99,-0.6049985538984961,-4.633024474555372
3.0,-0.5951198058418125,-4.301737731164391
3.01,-0.5835415955413588,-3.982091523418951
3.02,-0.5702969864762235,-3.6830617281196214
3.03,-0.5554238008005661,-3.4136014947511866
3.04,-0.5389645113362498,-3.1821006053179186
3.05,-0.5209661202847293,-2.995867696363543
3.06,-0.5014800250045531,-2.860683015301484
3.07,-0.48056187123777516,-2.780449797803589
3.08,-0.4582713942044096,-2.7569542399943168
3.09,-0.4346722480187072,-2.7897344060518994
3.1,-0.409831823914388,-2.8760587282584513
3.11,-0.38382105779792,-3.0110205256728975
3.12,-0.35671422767940064,-3.1877581448352545
3.13,-0.328588741559509,-3.397803541423383
3.14,-0.29952491637825984,-3.631543043481431
3.15,-0.26960574865680764,-3.878747679922255
3.16,-0.23891667748726403,-4.12910752940336
3.17,-0.2075453405473489,-4.372695940890615
3.18,-0.17558132383662306,-4.6003000256089495
3.19,-0.14311590584897266,-4.803579525776933
3.2,-0.11024179691189465,-4.975046846443067
3.21,-0.0770528744369417,-5.107886176316434
3.22,-0.04364391483737151,-5.195643328648546
3.23,-0.010110322878553632,-5.231820488067546
3.24,0.02345214076599056,-5.209406597228998
3.25,0.05694763297490647,-5.120372732849597
3.26,0.09028050187476273,-4.955172912721845
3.27,0.12335555998966771,-4.702328273191521
3.28,0.15607835606472278,-4.3482550958952055
3.29,0.18835544478707572,-3.877643034046606
3.3,0.220094653634347,-3.2748904064312603
